"","Provider_Name","Difference","Percent"
"3486",48359,-0.00954,"-100%"
"3487",48375,0.002675,"29.44%"
"3488",48377,-0.0143266666666667,"-72.14%"
"3489",48380,-0.00118,"-13.8%"
"3490",48382,-0.01706,"-47.69%"
"3491",48386,-0.02458,"-52.3%"
"3492",48413,0.003875,"32.01%"
"3493",48420,-0.00743,"-24.27%"
"3494",48429,0.01214,"82.31%"
"3495",48430,0.00865666666666667,"87.26%"
"3496",48433,-0.02444,"-50.74%"
"3497",48439,-0.00518,"-45.48%"
"3498",48446,0.008105,"59.04%"
"3499",48451,0.008225,"105.86%"
"3500",48453,0.00266,"11.06%"
"3501",48471,5e-04,"2.45%"
"3502",48504,-0.00439,"-19.36%"
"3503",48532,0.01457,"56.28%"
"3504",48601,0.02195,"70.49%"
"3505",48602,-0.00274,"-48.01%"
"3506",48603,0.00651,"32.86%"
"3507",48609,0.00376,"15.32%"
"3508",48624,0.011695,"48.61%"
"3509",48629,-0.02465,"-100%"
"3510",48631,-0.0192,"-100%"
"3511",48642,-0.000244999999999995,"-1.03%"
"3512",48653,0.00723,"23.04%"
"3513",48661,0.02227,"131.85%"
"3514",48706,-0.01013,"-81.8%"
"3515",48708,-0.08419,"-74.9%"
"3516",48723,-0.000750000000000001,"-3.06%"
"3517",48726,-0.01326,"-45.63%"
"3518",48734,-0.0266,"-68.88%"
"3519",48763,-0.00713333333333334,"-24.81%"
"3520",48801,-0.016875,"-83.15%"
"3521",48806,-0.01977,"-100%"
"3522",48809,-0.00026,"-1.48%"
"3523",48811,-0.01617,"-100%"
"3524",48813,-0.00077,"-7.24%"
"3525",48821,-0.00872,"-53.17%"
"3526",48823,0.006795,"50.97%"
"3527",48838,0.023255,"40.92%"
"3528",48842,0.01195,"17.45%"
"3529",48843,-0.00448,"-14.56%"
"3530",48846,-0.02014,"-33.7%"
"3531",48850,-0.08147,"-100%"
"3532",48855,-0.02798,"-100%"
"3533",48858,-0.00990666666666667,"-47.64%"
"3534",48864,-0.0160066666666667,"-45.07%"
"3535",48866,-0.00328,"-15.05%"
"3536",48867,0.0135,"23.9%"
"3537",48871,-0.02093,"-100%"
"3538",48879,0.000119999999999999,"0.68%"
"3539",48910,-0.00693,"-20.98%"
"3540",48917,0.005035,"19.79%"
"3541",49001,0.01241,"42.88%"
"3542",49002,0.01273,"30.62%"
"3543",49007,-0.01773,"-55.32%"
"3544",49009,-0.00286333333333333,"-40.25%"
"3545",49010,-0.00455,"-18.66%"
"3546",49015,-0.0132,"-100%"
"3547",49017,0.00347750000000001,"9.27%"
"3548",49022,-0.00159,"-14.43%"
"3549",49026,0.00337,"9.42%"
"3550",49031,0.00232,"5.71%"
"3551",49032,-0.00548,"-31.33%"
"3552",49036,-0.000414999999999999,"-2.51%"
"3553",49047,0.000939999999999996,"2.42%"
"3554",49048,0.00331999999999999,"4.8%"
"3555",49053,-0.0028,"-7.06%"
"3556",49058,0.001965,"14.07%"
"3557",49068,-0.004115,"-15.55%"
"3558",49071,-0.01307,"-100%"
"3559",49080,-0.00485,"-49.85%"
"3560",49085,0.001185,"13.49%"
"3561",49090,-0.006765,"-51.52%"
"3562",49091,-0.01269,"-57.03%"
"3563",49093,-0.012465,"-34.41%"
"3564",49106,-0.00778,"-24.78%"
"3565",49120,-0.00672666666666667,"-46.05%"
"3566",49127,-0.00963,"-36.91%"
"3567",49201,0.00156,"15.06%"
"3568",49203,-0.017215,"-100%"
"3569",49221,0.0015225,"9.62%"
"3570",49242,-0.00015,"-2.28%"
"3571",49283,-0.00609000000000001,"-12.05%"
"3572",49304,-0.00191,"-14.65%"
"3573",49307,0.006005,"80.93%"
"3574",49319,-0.02506,"-100%"
"3575",49331,-0.00016,"-1.44%"
"3576",49401,-0.02134,"-100%"
"3577",49412,-0.001795,"-15.83%"
"3578",49417,0.00376,"18.97%"
"3579",49418,0.00458500000000001,"14.61%"
"3580",49420,0.000920000000000001,"8.93%"
"3581",49423,-0.0054425,"-40.31%"
"3582",49431,-0.022435,"-42.43%"
"3583",49441,-0.01791,"-42.72%"
"3584",49442,-0.0123875,"-30.17%"
"3585",49444,0.00343,"30.22%"
"3586",49445,-0.02158,"-43.26%"
"3587",49456,0.00389,"6.31%"
"3588",49461,-0.0267,"-74.35%"
"3589",49464,-0.00015,"-3.63%"
"3590",49503,-0.0021775,"-30.71%"
"3591",49504,-0.00544333333333333,"-41.58%"
"3592",49505,-0.007895,"-100%"
"3593",49506,-0.00351666666666667,"-18.48%"
"3594",49508,-0.01998,"-48.29%"
"3595",49509,-0.01204,"-23.15%"
"3596",49544,0.01393,"42.98%"
"3597",49546,0.005496,"24.34%"
"3598",49601,0.01055,"67.58%"
"3599",49615,-0.00427,"-8.75%"
"3600",49635,-0.02042,"-69.07%"
"3601",49646,-0.01663,"-40.95%"
"3602",49660,-0.00208,"-10.88%"
"3603",49677,0.03366,"138.29%"
"3604",49682,-0.03711,"-65.86%"
"3605",49684,0.00779666666666667,"102.54%"
"3606",49686,-0.01443,"-45.35%"
"3607",49707,0.00615,"122.51%"
"3608",49720,0.00616,"12.55%"
"3609",49721,-0.01348,"-100%"
"3610",49735,0.00551000000000001,"7.63%"
"3611",49738,-0.01975,"-68.27%"
"3612",49740,0.00263,"10.85%"
"3613",49783,0.010445,"205%"
"3614",49801,0.01881,"30.95%"
"3615",49829,0.00646666666666666,"23.95%"
"3616",49849,-0.002205,"-10.76%"
"3617",49855,0.01037,"14.65%"
"3618",49858,-0.01631,"-46.43%"
"3619",49862,-0.01492,"-57.87%"
"3620",49866,0.01906,"185.23%"
"3621",49868,-0.02047,"-41.54%"
"3622",49874,0.0018,"8.66%"
"3623",49887,-0.01955,"-100%"
"3624",49920,0.00275,"9.63%"
"3625",49930,0.00898666666666666,"26.95%"
"3626",49934,-0.03341,"-100%"
"3627",49935,-0.01119,"-18.09%"
"3628",49938,0.01651,"34.96%"
"3629",49946,0.00254,"14.77%"
"3630",49968,0.000309999999999998,"0.89%"
"3631",50009,0.000954999999999998,"2.81%"
"3632",50010,-0.004105,"-16.54%"
"3633",50021,-0.00242,"-7.9%"
"3634",50022,-0.00016,"-2.52%"
"3635",50023,-0.00300333333333333,"-19.67%"
"3636",50028,-0.0208,"-37.15%"
"3637",50036,0.01068,"89.3%"
"3638",50047,0.013,"60.8%"
"3639",50060,0.02462,"58.01%"
"3640",50063,-0.02058,"-100%"
"3641",50076,0.04888,"162.07%"
"3642",50109,-0.01815,"-15.96%"
"3643",50112,0.00703666666666667,"86.87%"
"3644",50115,9.99999999999994e-05,"0.55%"
"3645",50122,-0.00063,"-3.93%"
"3646",50125,-0.0136866666666667,"-39.21%"
"3647",50126,-0.026045,"-74.46%"
"3648",50129,-0.01008,"-100%"
"3649",50131,-0.003835,"-17.15%"
"3650",50138,-0.005435,"-4.33%"
"3651",50144,-0.00672,"-20.31%"
"3652",50156,-0.01039,"-100%"
"3653",50158,0.0048075,"33.26%"
"3654",50169,-0.01059,"-42.33%"
"3655",50171,-0.05527,"-56.65%"
"3656",50201,0.002145,"3.96%"
"3657",50208,0.00134833333333333,"12.45%"
"3658",50211,-0.00563,"-39.54%"
"3659",50213,0.02418,"83.32%"
"3660",50219,-0.003735,"-6.67%"
"3661",50220,0.00398333333333333,"45.03%"
"3662",50225,-0.00675,"-15.17%"
"3663",50226,0.01741,"65.7%"
"3664",50247,0.02168,"27.12%"
"3665",50248,-0.0059,"-20.56%"
"3666",50249,-0.02128,"-43.79%"
"3667",50250,-0.01616,"-100%"
"3668",50263,0.01887,"23.76%"
"3669",50265,0.00779000000000001,"13.06%"
"3670",50273,-0.01019,"-29.51%"
"3671",50278,-0.01743,"-30.6%"
"3672",50310,0.01604,"53.04%"
"3673",50312,-0.02413,"-41.28%"
"3674",50315,0.005645,"32.44%"
"3675",50316,-0.0007475,"-6.7%"
"3676",50327,-0.01889,"-22.81%"
"3677",50401,-0.0081975,"-35.29%"
"3678",50428,-0.02441,"-55.11%"
"3679",50436,-0.01531,"-28.83%"
"3680",50441,-0.011725,"-26.49%"
"3681",50472,-0.00805,"-10.76%"
"3682",50501,0.0163425,"110.82%"
"3683",50511,0.005245,"17.4%"
"3684",50517,0.00994,"32.57%"
"3685",50525,-0.00351,"-17.13%"
"3686",50530,-0.00794,"-20.67%"
"3687",50536,0.0147933333333333,"41.2%"
"3688",50540,-0.08226,"-67.63%"
"3689",50548,0.0178533333333333,"99.48%"
"3690",50554,0.00444,"13.18%"
"3691",50568,-0.00059,"-0.98%"
"3692",50574,-0.00718,"-25.91%"
"3693",50595,0.00714,"24.83%"
"3694",50613,-0.0011125,"-5.53%"
"3695",50616,0.00322,"41.19%"
"3696",50619,-0.0034,"-14.47%"
"3697",50625,-0.03063,"-100%"
"3698",50627,0.02802,"90.68%"
"3699",50635,-0.00525,"-24.72%"
"3700",50638,0.041805,"387.8%"
"3701",50644,-0.0180666666666667,"-42.26%"
"3702",50651,-0.0269,"-52.13%"
"3703",50659,0.001915,"22.73%"
"3704",50662,-0.00409333333333333,"-16.24%"
"3705",50669,-0.01857,"-100%"
"3706",50675,0.00193,"7.31%"
"3707",50677,-0.01974,"-39.69%"
"3708",50702,0.009075,"97.63%"
"3709",50703,-0.018445,"-54.23%"
"3710",50833,0.05439,"164.57%"
"3711",50840,0.02381,"71.65%"
"3712",50846,-0.03868,"-56.83%"
"3713",50849,-0.01838,"-40.16%"
"3714",50851,-0.02384,"-100%"
"3715",50854,-0.045215,"-75.9%"
"3716",50864,-0.03239,"-36.67%"
"3717",51001,-0.05291,"-69.77%"
"3718",51006,0.00604,"16.69%"
"3719",51012,0.00369,"21.54%"
"3720",51023,0.02045,"86.8%"
"3721",51025,-0.03771,"-100%"
"3722",51031,-0.03769,"-43.24%"
"3723",51034,0.07055,"120.85%"
"3724",51040,0.02065,"87.43%"
"3725",51041,-0.0079,"-12.9%"
"3726",51050,-0.00469,"-11.35%"
"3727",51054,0.015485,"115.34%"
"3728",51063,-0.05996,"-100%"
"3729",51103,0.01365,"33.15%"
"3730",51104,-0.00841,"-18.05%"
"3731",51106,0.0082,"78.66%"
"3732",51201,0.00339,"9.52%"
"3733",51239,0.0396,"97.49%"
"3734",51246,0.00159,"13.17%"
"3735",51247,0.01355,"80.94%"
"3736",51248,-0.02693,"-53.75%"
"3737",51249,-0.0135,"-26.78%"
"3738",51250,0.00316,"21.38%"
"3739",51334,-0.000139999999999999,"-1.85%"
"3740",51346,0.00571,"15.69%"
"3741",51360,7.00000000000006e-05,"0.57%"
"3742",51401,-0.00639333333333333,"-47.11%"
"3743",51442,-0.012895,"-24.77%"
"3744",51455,-0.08757,"-77.12%"
"3745",51503,-0.012255,"-33.37%"
"3746",51521,-0.00287,"-5.11%"
"3747",51529,-0.02958,"-100%"
"3748",51530,0.01798,"73.72%"
"3749",51531,-0.01729,"-100%"
"3750",51534,0.000524999999999998,"0.71%"
"3751",51537,-0.00163,"-9.2%"
"3752",51546,-0.03176,"-100%"
"3753",51555,-0.01153,"-100%"
"3754",51566,-0.012795,"-57.43%"
"3755",51579,0.00392,"18.37%"
"3756",51601,-0.007965,"-23.97%"
"3757",51632,-0.0115433333333333,"-27.44%"
"3758",51652,-0.00302,"-8.68%"
"3759",51653,-0.00202,"-11.82%"
"3760",52001,-0.00873125,"-39.59%"
"3761",52031,-0.01067,"-43.68%"
"3762",52033,0.00886,"17.88%"
"3763",52040,0.01088,"9.66%"
"3764",52043,-0.02243,"-100%"
"3765",52052,0.0221,"125.5%"
"3766",52057,-3e-04,"-3.13%"
"3767",52060,0.000325000000000001,"4.95%"
"3768",52076,0.0366,"190.13%"
"3769",52101,0.00653,"66.09%"
"3770",52136,0.00490666666666667,"34.06%"
"3771",52142,0.0104,"28.09%"
"3772",52151,-0.00433,"-12.93%"
"3773",52157,-0.01574,"-44.29%"
"3774",52161,0.03399,"153.11%"
"3775",52162,-0.00335,"-18.63%"
"3776",52172,-0.017785,"-70.12%"
"3777",52175,-0.01716,"-44.23%"
"3778",52211,-0.00593,"-6.51%"
"3779",52224,-0.1045,"-100%"
"3780",52233,0.01599,"65.4%"
"3781",52240,-4.00000000000053e-05,"-0.09%"
"3782",52241,0.006335,"39.24%"
"3783",52245,-0.05832,"-53.85%"
"3784",52246,0.00194,"10.78%"
"3785",52249,0.00602,"14.07%"
"3786",52301,-0.01908,"-100%"
"3787",52302,-0.0163425,"-42.64%"
"3788",52314,-0.00782,"-24.65%"
"3789",52316,-0.00489,"-17.19%"
"3790",52333,0.01561,"50.31%"
"3791",52339,0.00986,"25.22%"
"3792",52342,-0.02177,"-52.38%"
"3793",52353,0.0028525,"16.86%"
"3794",52402,0.0266533333333333,"121.54%"
"3795",52404,-0.017435,"-100%"
"3796",52405,-0.03726,"-63.11%"
"3797",52501,0.00990666666666666,"50.86%"
"3798",52531,-0.004145,"-20.65%"
"3799",52537,-0.022945,"-76.24%"
"3800",52544,-0.0385566666666667,"-52.74%"
"3801",52556,0.00964,"52.32%"
"3802",52577,-0.0215666666666667,"-33.79%"
"3803",52591,-0.008055,"-27.6%"
"3804",52601,-0.026265,"-52.05%"
"3805",52625,0.02807,"62.66%"
"3806",52627,0.02639,"60.4%"
"3807",52632,-0.00302666666666667,"-7.79%"
"3808",52637,-0.02234,"-56.69%"
"3809",52641,-0.00995333333333333,"-43.36%"
"3810",52645,-0.00195,"-9.62%"
"3811",52653,-0.00511,"-14.85%"
"3812",52655,-0.00905,"-38.81%"
"3813",52656,0.02739,"118.62%"
"3814",52659,-0.00452,"-20.42%"
"3815",52722,-0.001685,"-7.85%"
"3816",52732,-0.0036425,"-20.9%"
"3817",52738,-0.01799,"-20.05%"
"3818",52761,0.00523333333333333,"58.26%"
"3819",52767,-0.01947,"-100%"
"3820",52776,0.00781,"19.37%"
"3821",52803,0.000944999999999994,"3.07%"
"3822",52804,0.01086,"36.86%"
"3823",52806,-0.01901,"-57.96%"
"3824",52807,-0.011675,"-55.6%"
"3825",53005,-0.01999,"-46.38%"
"3826",53012,-0.02524,"-38.41%"
"3827",53014,-0.00323,"-8.88%"
"3828",53039,-0.005005,"-37.83%"
"3829",53045,3.66666666666675e-05,"0.15%"
"3830",53048,0.00428000000000001,"5.84%"
"3831",53050,-0.04627,"-100%"
"3832",53051,0.00199,"6.99%"
"3833",53061,-0.03221,"-100%"
"3834",53066,-0.00862,"-15.21%"
"3835",53073,-0.01418,"-73.3%"
"3836",53074,-0.02004,"-100%"
"3837",53081,0.0108266666666667,"41.12%"
"3838",53082,-0.02437,"-100%"
"3839",53083,-0.000750000000000001,"-6.21%"
"3840",53085,-0.00955,"-18.1%"
"3841",53086,-0.02616,"-21.86%"
"3842",53095,-0.0147,"-27.29%"
"3843",53098,-0.010325,"-22.92%"
"3844",53105,0.01733,"127.61%"
"3845",53115,-0.01299,"-20.64%"
"3846",53118,-0.04479,"-100%"
"3847",53121,-0.000585,"-3.96%"
"3848",53130,-0.00105,"-2.83%"
"3849",53140,0.00318666666666667,"12.68%"
"3850",53142,-0.00111,"-5.64%"
"3851",53143,0.011135,"34.9%"
"3852",53144,0.00301,"23.42%"
"3853",53150,0.01415,"50.19%"
"3854",53151,-5.99999999999976e-05,"-0.12%"
"3855",53172,-0.00663,"-15.42%"
"3856",53182,0.006425,"35.65%"
"3857",53186,0.00136,"8.31%"
"3858",53188,-0.0157833333333333,"-39.44%"
"3859",53190,-0.02896,"-65.67%"
"3860",53202,-0.00978666666666667,"-27.71%"
"3861",53208,-0.01415,"-28.4%"
"3862",53209,0.00256333333333333,"15.31%"
"3863",53211,-0.000205,"-4.75%"
"3864",53213,0.01142,"63.3%"
"3865",53214,0.00752,"86.84%"
"3866",53215,0.00182,"3.83%"
"3867",53219,-0.00157,"-7.45%"
"3868",53220,0.001205,"4.4%"
"3869",53221,0.008905,"32.49%"
"3870",53222,-0.00947,"-25.07%"
"3871",53223,-0.00231,"-12.15%"
"3872",53225,-0.0128075,"-33.95%"
"3873",53226,0.03214,"78.1%"
"3874",53227,-0.007,"-17.63%"
"3875",53228,0.0025,"20.15%"
"3876",53406,0.005605,"23.23%"
"3877",53511,-0.01245,"-61.74%"
"3878",53515,-0.00769000000000001,"-11.52%"
"3879",53530,-0.00233999999999999,"-5.28%"
"3880",53533,0.014485,"26.62%"
"3881",53534,-0.01361,"-24.21%"
"3882",53536,0.02646,"44.52%"
"3883",53538,0.04995,"233.19%"
"3884",53545,0.0117,"50.69%"
"3885",53547,0.011405,"110.03%"
"3886",53555,-0.03639,"-100%"
"3887",53562,0.00186,"11.25%"
"3888",53566,0.00285,"5.25%"
"3889",53573,0.02389,"98.8%"
"3890",53574,-0.000290000000000002,"-1.43%"
"3891",53581,-0.012865,"-38.32%"
"3892",53583,-0.01671,"-44.1%"
"3893",53588,0.00177,"10.58%"
"3894",53589,-0.01906,"-29.2%"
"3895",53590,-0.00742,"-17.45%"
"3896",53593,-0.029425,"-36.79%"
"3897",53597,0.01129,"91.34%"
"3898",53703,0.00532,"33.82%"
"3899",53705,-0.0062,"-31.96%"
"3900",53714,-0.00363,"-9.88%"
"3901",53718,-0.02821,"-100%"
"3902",53719,-0.02313,"-30.44%"
"3903",53805,0.02505,"61.82%"
"3904",53807,-0.04197,"-48.01%"
"3905",53809,0.00351,"19.19%"
"3906",53811,-0.00763,"-21.91%"
"3907",53813,-0.002325,"-8.16%"
"3908",53818,0.00175,"5.71%"
"3909",53821,0.00059,"1.36%"
"3910",53901,0.000110000000000001,"0.98%"
"3911",53916,-0.002635,"-12.5%"
"3912",53929,0.00101,"4.08%"
"3913",53948,-0.04975,"-100%"
"3914",53949,-0.0123,"-41.84%"
"3915",53956,-0.01146,"-10.2%"
"3916",53963,0.02081,"30.82%"
"3917",53965,-0.02543,"-24.5%"
"3918",53969,-0.01209,"-100%"
"3919",54001,0.00176,"6.42%"
"3920",54002,-0.02452,"-47.39%"
"3921",54011,0.00199000000000001,"5.59%"
"3922",54016,0.02701,"122.88%"
"3923",54017,0.01747,"36.31%"
"3924",54020,0.01618,"49.21%"
"3925",54021,-0.00135,"-1.34%"
"3926",54022,-0.03971,"-100%"
"3927",54024,-0.02267,"-100%"
"3928",54028,0.01293,"17.06%"
"3929",54114,-0.01671,"-100%"
"3930",54115,-0.00174,"-4.45%"
"3931",54121,-0.01753,"-32.15%"
"3932",54140,-0.021,"-35.08%"
"3933",54143,-0.00135,"-11.82%"
"3934",54151,0.00157,"12.28%"
"3935",54153,-0.02718,"-48.37%"
"3936",54155,0.00754,"13.1%"
"3937",54157,0.01033,"146.32%"
"3938",54165,-0.000320000000000001,"-1.07%"
"3939",54166,0.0297775,"130.79%"
"3940",54216,0.0154,"87.75%"
"3941",54220,0.01005,"47.58%"
"3942",54234,-0.04668,"-100%"
"3943",54241,-0.0468,"-100%"
"3944",54301,0.00852,"26.03%"
"3945",54302,-0.01445,"-100%"
"3946",54303,-0.00266,"-7.67%"
"3947",54304,-0.000664999999999999,"-3.32%"
"3948",54311,0.012595,"73.06%"
"3949",54401,-0.0118133333333333,"-43.07%"
"3950",54403,0.00866,"52.82%"
"3951",54405,-0.00464,"-18.93%"
"3952",54449,-0.001046,"-5.17%"
"3953",54452,0.00115,"9.33%"
"3954",54456,-0.01811,"-18.15%"
"3955",54460,0.000150000000000001,"1.09%"
"3956",54469,-0.02367,"-100%"
"3957",54470,-0.00163,"-6.76%"
"3958",54476,0.01101,"39.65%"
"3959",54481,-0.01869,"-46.1%"
"3960",54487,-0.000945,"-7.95%"
"3961",54494,0.00429499999999999,"15.16%"
"3962",54499,-0.02534,"-33.86%"
"3963",54501,0.00271,"46.32%"
"3964",54534,0.00531,"27.2%"
"3965",54541,0.02996,"58.32%"
"3966",54548,0.00291,"3.17%"
"3967",54552,-0.01554,"-100%"
"3968",54601,0.00676,"30.64%"
"3969",54616,0.00659,"28.32%"
"3970",54630,-0.0055,"-20.22%"
"3971",54655,0.04038,"66.4%"
"3972",54656,-0.002935,"-6.35%"
"3973",54660,-0.02139,"-17.95%"
"3974",54665,-0.0152,"-33.77%"
"3975",54667,-0.00396,"-17.19%"
"3976",54669,-0.013325,"-100%"
"3977",54701,-0.00884,"-53.09%"
"3978",54703,0.00069,"3.41%"
"3979",54720,0.00296333333333333,"23.35%"
"3980",54724,0.013365,"53.37%"
"3981",54729,-0.000413333333333335,"-0.92%"
"3982",54730,0.0242,"59.4%"
"3983",54732,-0.03537,"-100%"
"3984",54740,0.00118,"3.64%"
"3985",54751,-0.0020925,"-16.47%"
"3986",54755,-0.0245,"-40.77%"
"3987",54759,0.04993,"161.01%"
"3988",54760,0.00108,"3.49%"
"3989",54762,-0.05056,"-100%"
"3990",54773,0.01803,"112.51%"
"3991",54801,0.01837,"110.46%"
"3992",54806,-0.00356,"-15.59%"
"3993",54812,-0.03251,"-100%"
"3994",54843,-0.006135,"-24.22%"
"3995",54853,-0.02028,"-100%"
"3996",54868,0.019255,"204.41%"
"3997",54871,0.02746,"148.83%"
"3998",54874,-0.00193,"-12.57%"
"3999",54880,0.00444,"16.9%"
"4000",54891,0.01463,"78.61%"
"4001",54901,0.009795,"248.29%"
"4002",54902,-0.004925,"-7.15%"
"4003",54911,-0.001355,"-3.18%"
"4004",54914,-0.01003,"-29.99%"
"4005",54915,-0.00646333333333333,"-100%"
"4006",54929,-0.011535,"-100%"
"4007",54935,0.00449833333333333,"20.72%"
"4008",54945,0.01166,"48.12%"
"4009",54946,0.014465,"128.18%"
"4010",54952,-0.00886,"-32.5%"
"4011",54961,-0.01163,"-48.46%"
"4012",54963,0.00476,"19.63%"
"4013",54971,-0.01282,"-24.38%"
"4014",54981,-0.00888,"-23.58%"
"4015",54983,-0.03329,"-46.26%"
"4016",55008,0.000125,"2.1%"
"4017",55009,-0.01849,"-26.31%"
"4018",55013,0.00152,"10.29%"
"4019",55021,-0.022155,"-75.37%"
"4020",55024,-0.02011,"-100%"
"4021",55025,-0.01271,"-49.24%"
"4022",55033,-0.00425,"-31.15%"
"4023",55041,0.01171,"41.07%"
"4024",55056,-0.02198,"-100%"
"4025",55057,0.00694333333333333,"52.06%"
"4026",55060,-0.00735,"-15.99%"
"4027",55066,-0.00883,"-29.28%"
"4028",55069,-0.02919,"-100%"
"4029",55077,-0.004355,"-15.41%"
"4030",55082,-0.0047275,"-15.11%"
"4031",55102,0.00338,"7.02%"
"4032",55103,0.01207,"122.41%"
"4033",55104,-0.0160933333333333,"-64.8%"
"4034",55106,0.00669,"33.84%"
"4035",55107,0.004735,"119.42%"
"4036",55108,0.01217,"174.36%"
"4037",55109,-0.01312,"-30.44%"
"4038",55110,0.01035,"57.12%"
"4039",55112,0.002612,"39.98%"
"4040",55113,-0.000465,"-12.25%"
"4041",55116,0.008455,"81.53%"
"4042",55117,-0.00484,"-45.9%"
"4043",55118,-0.018505,"-86.21%"
"4044",55124,0.02361,"150.57%"
"4045",55125,0.00011,"1.55%"
"4046",55127,-0.00225,"-10.75%"
"4047",55302,-0.00563,"-11.77%"
"4048",55303,0.00426,"32.9%"
"4049",55313,-0.02165,"-54.31%"
"4050",55318,-0.00179,"-2.63%"
"4051",55321,-0.0184,"-100%"
"4052",55328,-0.00979,"-29.16%"
"4053",55330,0.02303,"126.89%"
"4054",55336,0.01271,"27.07%"
"4055",55337,-0.03504,"-51.8%"
"4056",55343,0.01736,"223.42%"
"4057",55344,-0.0189,"-100%"
"4058",55350,0.02178,"72.1%"
"4059",55355,0.00428,"29.62%"
"4060",55362,-0.01488,"-51.97%"
"4061",55379,0.001815,"3.53%"
"4062",55384,0.00793,"30.29%"
"4063",55387,0.028165,"159.85%"
"4064",55389,-0.02999,"-100%"
"4065",55404,-0.002458,"-10.38%"
"4066",55405,-0.0234,"-54.08%"
"4067",55407,-0.00811,"-32.4%"
"4068",55408,0.00422,"74.47%"
"4069",55409,-0.004505,"-74.22%"
"4070",55413,-0.000979999999999998,"-5.32%"
"4071",55416,0.021435,"643.69%"
"4072",55417,0.01553,"72%"
"4073",55418,-0.00017,"-2.33%"
"4074",55420,-0.0901,"-67.77%"
"4075",55421,-0.004025,"-41.41%"
"4076",55422,-0.003435,"-29.4%"
"4077",55423,-0.00392,"-43.29%"
"4078",55425,0.01507,"62.07%"
"4079",55426,-0.0013725,"-6.17%"
"4080",55427,-0.022,"-76.19%"
"4081",55428,0.006105,"60.39%"
"4082",55429,-0.00307,"-13.97%"
"4083",55430,-0.01443,"-38.32%"
"4084",55437,-0.000890000000000002,"-2.82%"
"4085",55438,0.00425,"11.38%"
"4086",55441,-0.004755,"-25.62%"
"4087",55448,-0.01596,"-100%"
"4088",55604,-0.09449,"-100%"
"4089",55614,-0.01334,"-29.94%"
"4090",55705,-0.03437,"-52%"
"4091",55720,0.00203,"3.49%"
"4092",55731,-0.0367,"-53.41%"
"4093",55734,-0.01085,"-100%"
"4094",55744,-0.02947,"-68.38%"
"4095",55746,0.01658,"105.07%"
"4096",55767,-0.00819,"-9.33%"
"4097",55792,-0.003285,"-7.63%"
"4098",55802,-0.01524,"-75.24%"
"4099",55807,0.02937,"222.67%"
"4100",55811,-0.00916,"-35.59%"
"4101",55901,0.0116966666666667,"83.43%"
"4102",55904,0.00577,"23.84%"
"4103",55912,-0.0226566666666667,"-50.92%"
"4104",55917,0.00349,"17.76%"
"4105",55927,0.01648,"40.29%"
"4106",55936,0.04692,"70.41%"
"4107",55940,-0.0604,"-100%"
"4108",55943,-0.02331,"-100%"
"4109",55947,0.02396,"92.72%"
"4110",55964,0.00025,"0.88%"
"4111",55971,-0.01616,"-100%"
"4112",55972,-0.02836,"-100%"
"4113",55974,-0.02186,"-100%"
"4114",55975,-0.01941,"-31.75%"
"4115",55976,-0.02062,"-49.78%"
"4116",55981,-0.01299,"-25.02%"
"4117",55987,0.00989666666666667,"65.05%"
"4118",56001,0.000125,"0.66%"
"4119",56007,-0.00074666666666667,"-3.79%"
"4120",56011,-0.00207,"-4.47%"
"4121",56013,-0.00482,"-8.73%"
"4122",56031,0.024515,"110.73%"
"4123",56057,-0.0095,"-27.77%"
"4124",56071,0.01803,"28.33%"
"4125",56072,-0.00606,"-15.45%"
"4126",56073,-0.02135,"-100%"
"4127",56081,0.02334,"119.69%"
"4128",56085,0.00956,"89.43%"
"4129",56087,-0.00137,"-4.18%"
"4130",56088,0.03946,"43.99%"
"4131",56097,0.04921,"95.59%"
"4132",56101,0.00117,"8.46%"
"4133",56128,0.0155,"65.68%"
"4134",56131,-0.000820000000000001,"-1.71%"
"4135",56136,0.00595,"11.86%"
"4136",56138,-0.00333,"-12.98%"
"4137",56143,0.00140999999999999,"3.32%"
"4138",56150,-0.02826,"-100%"
"4139",56156,-0.0083,"-19.86%"
"4140",56159,-0.02092,"-100%"
"4141",56164,-0.00052,"-3.9%"
"4142",56172,-0.00562,"-9.81%"
"4143",56175,-0.01996,"-100%"
"4144",56187,-0.0309,"-100%"
"4145",56201,-0.00448,"-20.32%"
"4146",56208,-0.00341,"-9.99%"
"4147",56215,-0.02897,"-32.07%"
"4148",56240,-0.00755,"-21.58%"
"4149",56241,-0.000470000000000005,"-0.75%"
"4150",56256,-0.00867,"-21.94%"
"4151",56265,-0.01576,"-27.98%"
"4152",56266,0.02566,"96.1%"
"4153",56267,-0.00112,"-8.19%"
"4154",56278,0.000320000000000001,"1.43%"
"4155",56284,-0.04215,"-100%"
"4156",56304,0.007385,"188.63%"
"4157",56307,-0.0156,"-47.32%"
"4158",56311,0.06351,"193.16%"
"4159",56320,-0.01274,"-27.93%"
"4160",56326,-0.02436,"-100%"
"4161",56347,-0.00294000000000001,"-7.52%"
"4162",56359,-0.000489999999999997,"-1.04%"
"4163",56361,-0.0034,"-12.46%"
"4164",56362,0.00532,"25.3%"
"4165",56377,0.007325,"86.64%"
"4166",56378,-0.08974,"-82.41%"
